Designation,Class,ba/t,h/w,Area,Ix,Sx,rx,Zx,Iy,Sy,ry,Zy,J,Cw,d,b,t,w,k
W460x144,,6.4,31.46,18400.0,726.0,3080.0,199.0,3450.0,83.6,591.0,67.4,906.0,2440.0,4230.0,472.0,283.0,22.1,13.6,44.0
W460x128,,7.19,35.07,16400.0,637.0,2730.0,197.0,3050.0,73.3,520.0,67.0,796.0,1710.0,3670.0,467.0,282.0,19.6,12.2,41.0
W460x113,,8.09,39.67,14400.0,556.0,2400.0,196.0,2670.0,63.3,452.0,66.3,691.0,1180.0,3150.0,463.0,280.0,17.3,10.8,39.0
W460x106,,4.71,33.95,13500.0,488.0,2080.0,190.0,2390.0,25.1,259.0,43.2,405.0,1460.0,1260.0,469.0,194.0,20.6,12.6,42.0
W460x97,,5.08,37.54,12300.0,445.0,1910.0,190.0,2180.0,22.8,237.0,43.1,368.0,1130.0,1140.0,466.0,193.0,19.0,11.4,41.0
W460x89,,5.42,40.72,11400.0,409.0,1770.0,190.0,2010.0,20.9,218.0,42.900000000000006,339.0,905.0,1040.0,463.0,192.0,17.7,10.5,39.0
W460x82,,5.97,43.23,10400.0,370.0,1610.0,188.0,1830.0,18.6,195.0,42.2,303.0,690.0,918.0,460.0,191.0,16.0,9.9,38.0
W460x74,,6.55,47.56,9450.0,332.0,1460.0,188.0,1650.0,16.6,175.0,41.900000000000006,271.0,516.0,813.0,457.0,190.0,14.5,9.0,36.0
W460x68,,5.0,47.05,8730.0,297.0,1290.0,184.0,1490.0,9.4,122.0,32.800000000000004,192.0,508.0,463.0,459.0,154.0,15.4,9.1,37.0
W460x60,,5.75,53.55,7580.0,255.0,1120.0,183.0,1280.0,7.96,104.0,32.4,163.0,334.0,388.0,455.0,153.0,13.3,8.0,35.0
W460x52,,7.04,56.37,6620.0,212.0,942.0,179.0,1090.0,6.34,83.4,30.900000000000002,131.0,209.0,306.0,450.0,152.0,10.8,7.6,32.0
W410x149,,5.3,25.57,19000.0,618.0,2870.0,180.0,3250.0,77.7,586.0,63.900000000000006,900.0,3210.0,3200.0,431.0,265.0,25.0,14.9,47.0
W410x132,,5.92,28.62,16800.0,538.0,2530.0,179.0,2850.0,67.4,512.0,63.300000000000004,785.0,2250.0,2730.0,425.0,263.0,22.2,13.3,44.0
W410x114,,6.76,32.88,14600.0,461.0,2200.0,178.0,2460.0,57.2,439.0,62.7,671.0,1480.0,2300.0,420.0,261.0,19.3,11.6,41.0
W410x100,,7.69,38.12,12700.0,398.0,1920.0,177.0,2130.0,49.5,381.0,62.5,581.0,993.0,1960.0,415.0,260.0,16.9,10.0,39.0
W410x85,,4.97,34.92,10800.0,315.0,1510.0,171.0,1720.0,18.0,199.0,40.800000000000004,310.0,924.0,717.0,417.0,181.0,18.2,10.9,40.0
W410x74,,5.63,39.28,9540.0,275.0,1330.0,170.0,1510.0,15.6,173.0,40.400000000000006,269.0,636.0,614.0,413.0,180.0,16.0,9.7,38.0
W410x67,,6.22,43.32,8600.0,245.0,1200.0,169.0,1360.0,13.8,154.0,40.1,239.0,468.0,540.0,410.0,179.0,14.4,8.8,36.0
W410x60,,6.95,49.53,7580.0,216.0,1060.0,169.0,1190.0,12.0,135.0,39.900000000000006,209.0,327.0,468.0,407.0,178.0,12.8,7.7,34.0
W410x54,,8.12,50.83,6800.0,186.0,923.0,165.0,1050.0,10.1,114.0,38.5,177.0,225.0,388.0,403.0,177.0,10.9,7.5,32.0
W410x46,,6.25,54.37,5890.0,156.0,772.0,163.0,884.0,5.14,73.4,29.5,115.0,192.0,197.0,403.0,140.0,11.2,7.0,33.0
W410x39,,7.95,59.59,4990.0,126.0,634.0,159.0,730.0,4.04,57.6,28.400000000000002,90.6,110.0,154.0,399.0,140.0,8.8,6.4,30.0
W360x1299,,1.7,3.2,165000.0,7550.0,25200.0,214.0,33200.0,2540.0,10700.0,124.0,16700.0,944000.0,135000.0,600.0,476.0,140.0,100.0,172.0
W360x1202,,1.81,3.37,153000.0,6640.0,22900.0,208.0,30000.0,2290.0,9710.0,122.0,15200.0,762000.0,116000.0,580.0,471.0,130.0,95.0,162.0
W360x1086,,1.82,4.09,139000.0,5960.0,20900.0,207.0,27200.0,1960.0,8650.0,119.0,13400.0,605000.0,96700.0,569.0,454.0,125.0,78.0,157.0
W360x990,,1.95,4.45,126000.0,5190.0,18900.0,203.0,24300.0,1730.0,7740.0,117.0,12000.0,469000.0,82000.0,550.0,448.0,115.0,71.9,147.0
W360x900,,2.08,4.84,115000.0,4500.0,17000.0,198.0,21600.0,1530.0,6940.0,116.0,10700.0,364000.0,69200.0,531.0,442.0,106.0,65.9,138.0
W360x818,,2.25,5.29,104000.0,3920.0,15300.0,194.0,19300.0,1360.0,6200.0,114.0,9560.0,278000.0,58900.0,514.0,437.0,97.0,60.5,129.0
W360x744,,2.43,5.76,94800.0,3420.0,13700.0,190.0,17200.0,1200.0,5550.0,112.0,8550.0,214000.0,50200.0,498.0,432.0,88.9,55.6,120.0
W360x677,,2.63,6.25,86300.0,2990.0,12400.0,186.0,15300.0,1070.0,4990.0,111.0,7680.0,164000.0,43100.0,483.0,428.0,81.5,51.2,113.0
W360x634,,2.75,6.72,80800.0,2740.0,11600.0,184.0,14200.0,983.0,4630.0,110.0,7120.0,138000.0,38700.0,474.0,424.0,77.1,47.6,109.0
W360x592,,2.91,7.12,75500.0,2500.0,10800.0,182.0,13100.0,902.0,4280.0,109.0,6570.0,114000.0,34800.0,465.0,421.0,72.3,45.0,104.0
W360x551,,3.09,7.61,70100.0,2260.0,9940.0,180.0,12100.0,825.0,3950.0,108.0,6050.0,92500.0,31000.0,455.0,418.0,67.6,42.0,99.0
W360x509,,3.32,8.2,64900.0,2050.0,9170.0,178.0,11000.0,754.0,3630.0,108.0,5550.0,73900.0,27700.0,446.0,416.0,62.7,39.1,94.0
W360x463,,3.59,8.94,59000.0,1800.0,8280.0,175.0,9880.0,670.0,3250.0,107.0,4980.0,56500.0,23900.0,435.0,412.0,57.4,35.8,89.0
W360x421,,3.89,9.75,53700.0,1600.0,7510.0,172.0,8880.0,601.0,2940.0,106.0,4490.0,43400.0,20800.0,425.0,409.0,52.6,32.8,84.0
W360x382,,4.23,10.74,48700.0,1410.0,6790.0,170.0,7960.0,536.0,2640.0,105.0,4030.0,32800.0,18200.0,416.0,406.0,48.0,29.8,80.0
W360x347,,4.62,11.75,44200.0,1250.0,6140.0,168.0,7140.0,481.0,2380.0,104.0,3630.0,24800.0,15900.0,407.0,404.0,43.7,27.2,75.0
W360x314,,5.06,12.84,39900.0,1100.0,5530.0,166.0,6370.0,426.0,2120.0,103.0,3240.0,18500.0,13800.0,399.0,401.0,39.6,24.9,71.0
W360x287,,5.45,14.15,36600.0,997.0,5070.0,165.0,5810.0,388.0,1940.0,103.0,2960.0,14500.0,12300.0,393.0,399.0,36.6,22.6,68.0
W360x262,,5.98,15.18,33500.0,894.0,4620.0,163.0,5260.0,350.0,1760.0,102.0,2680.0,11000.0,11000.0,387.0,398.0,33.3,21.1,65.0
W360x237,,6.54,16.91,30100.0,788.0,4150.0,162.0,4690.0,310.0,1570.0,102.0,2390.0,8180.0,9500.0,380.0,395.0,30.2,18.9,62.0
W360x216,,7.11,18.47,27500.0,711.0,3790.0,161.0,4260.0,283.0,1430.0,101.0,2180.0,6320.0,8520.0,375.0,394.0,27.7,17.3,59.0
W360x196,,7.14,19.49,25000.0,636.0,3420.0,159.0,3840.0,229.0,1220.0,95.60000000000001,1860.0,5130.0,6830.0,372.0,374.0,26.2,16.4,58.0
W360x179,,7.8,21.35,22800.0,574.0,3120.0,159.0,3480.0,207.0,1110.0,95.2,1680.0,3910.0,6120.0,368.0,373.0,23.9,15.0,55.0
W360x162,,8.51,24.09,20600.0,515.0,2830.0,158.0,3140.0,186.0,1000.0,94.9,1520.0,2940.0,5430.0,364.0,371.0,21.8,13.3,53.0
W360x147,,9.34,26.05,18800.0,463.0,2570.0,157.0,2840.0,167.0,904.0,94.30000000000001,1370.0,2230.0,4840.0,360.0,370.0,19.8,12.3,51.0
W360x134,,10.25,28.57,17100.0,415.0,2330.0,156.0,2560.0,151.0,817.0,94.0,1240.0,1680.0,4310.0,356.0,369.0,18.0,11.2,50.0
W360x122,,5.92,24.58,15500.0,365.0,2010.0,154.0,2270.0,61.5,478.0,63.0,732.0,2110.0,1790.0,363.0,257.0,21.7,13.0,44.0
W360x110,,6.43,28.09,14000.0,331.0,1840.0,154.0,2060.0,55.7,435.0,63.0,664.0,1600.0,1610.0,360.0,256.0,19.9,11.4,42.0
W360x101,,6.97,30.51,12900.0,301.0,1690.0,153.0,1880.0,50.6,397.0,62.7,605.0,1250.0,1450.0,357.0,255.0,18.3,10.5,40.0
W360x91,,7.74,33.71,11600.0,267.0,1510.0,152.0,1680.0,44.8,353.0,62.300000000000004,538.0,914.0,1270.0,353.0,254.0,16.4,9.5,38.0
W360x79,,6.1,34.09,10100.0,226.0,1280.0,150.0,1430.0,24.2,236.0,48.900000000000006,362.0,811.0,687.0,354.0,205.0,16.8,9.4,39.0
W360x72,,6.75,37.19,9100.0,201.0,1150.0,149.0,1280.0,21.4,210.0,48.5,322.0,601.0,600.0,350.0,204.0,15.1,8.6,37.0
W360x64,,7.52,41.56,8140.0,178.0,1030.0,148.0,1140.0,18.8,186.0,48.1,284.0,436.0,524.0,347.0,203.0,13.5,7.7,35.0
W360x57,,6.56,42.0,7210.0,160.0,896.0,149.0,1010.0,11.1,129.0,39.300000000000004,199.0,333.0,331.0,358.0,172.0,13.1,7.9,31.0
W360x51,,7.37,46.08,6440.0,141.0,796.0,148.0,893.0,9.68,113.0,38.800000000000004,174.0,237.0,285.0,355.0,171.0,11.6,7.2,30.0
W360x45,,8.72,48.17,5730.0,122.0,691.0,146.0,778.0,8.18,95.7,37.800000000000004,148.0,159.0,239.0,352.0,171.0,9.8,6.9,28.0
W360x39,,5.98,51.02,4980.0,102.0,580.0,143.0,662.0,3.75,58.6,27.400000000000002,91.6,150.0,110.0,353.0,128.0,10.7,6.5,29.0
W360x33,,7.47,57.24,4170.0,82.6,473.0,141.0,541.0,2.91,45.8,26.400000000000002,71.8,85.3,84.3,349.0,127.0,8.5,5.8,27.0
W310x500,,2.26,6.14,63800.0,1690.0,7910.0,163.0,9880.0,494.0,2910.0,88.0,4490.0,101000.0,15300.0,427.0,340.0,75.1,45.1,97.0
W310x454,,2.45,6.72,57800.0,1480.0,7130.0,160.0,8820.0,436.0,2600.0,86.80000000000001,4000.0,77200.0,13100.0,415.0,336.0,68.7,41.3,91.0
W310x415,,2.66,7.14,52900.0,1300.0,6450.0,157.0,7900.0,391.0,2340.0,86.0,3610.0,59500.0,11300.0,403.0,334.0,62.7,38.9,85.0
W310x375,,2.88,7.81,47700.0,1130.0,5770.0,154.0,7000.0,344.0,2080.0,84.80000000000001,3210.0,44900.0,9570.0,391.0,330.0,57.2,35.4,79.0
W310x342,,3.12,8.49,43700.0,1010.0,5260.0,152.0,6330.0,310.0,1890.0,84.2,2910.0,34900.0,8420.0,382.0,328.0,52.6,32.6,74.0
W310x313,,3.36,9.25,39900.0,896.0,4790.0,150.0,5720.0,277.0,1700.0,83.30000000000001,2620.0,27000.0,7350.0,374.0,325.0,48.3,30.0,70.0
W310x283,,3.65,10.29,36000.0,787.0,4310.0,148.0,5100.0,246.0,1530.0,82.60000000000001,2340.0,20300.0,6330.0,365.0,322.0,44.1,26.9,66.0
W310x253,,4.03,11.34,32200.0,682.0,3830.0,146.0,4490.0,215.0,1350.0,81.60000000000001,2060.0,14800.0,5370.0,356.0,319.0,39.6,24.4,61.0
W310x226,,4.45,12.52,28900.0,596.0,3420.0,144.0,3970.0,189.0,1190.0,81.0,1830.0,10800.0,4620.0,348.0,317.0,35.6,22.1,57.0
W310x202,,4.95,13.8,25800.0,520.0,3050.0,142.0,3510.0,166.0,1050.0,80.2,1610.0,7730.0,3960.0,341.0,315.0,31.8,20.1,54.0
W310x179,,5.57,15.38,22800.0,445.0,2670.0,140.0,3050.0,144.0,919.0,79.5,1400.0,5370.0,3340.0,333.0,313.0,28.1,18.0,50.0
W310x158,,6.18,17.86,20000.0,386.0,2360.0,139.0,2670.0,125.0,805.0,78.9,1220.0,3770.0,2840.0,327.0,310.0,25.1,15.5,47.0
W310x143,,6.75,19.8,18200.0,348.0,2150.0,138.0,2420.0,113.0,729.0,78.60000000000001,1110.0,2860.0,2540.0,323.0,309.0,22.9,14.0,45.0
W310x129,,7.48,21.13,16500.0,308.0,1940.0,137.0,2160.0,100.0,652.0,78.0,991.0,2130.0,2220.0,318.0,308.0,20.6,13.1,42.0
W310x118,,8.21,23.24,15000.0,275.0,1750.0,136.0,1950.0,90.2,588.0,77.60000000000001,893.0,1600.0,1970.0,314.0,307.0,18.7,11.9,41.0
W310x107,,9.0,25.41,13600.0,248.0,1590.0,135.0,1760.0,81.2,531.0,77.2,806.0,1210.0,1760.0,311.0,306.0,17.0,10.9,39.0
W310x97,,9.9,28.0,12300.0,222.0,1440.0,134.0,1590.0,72.9,478.0,76.9,725.0,909.0,1560.0,308.0,305.0,15.4,9.9,37.0
W310x86,,7.79,30.48,11000.0,198.0,1280.0,134.0,1420.0,44.5,351.0,63.6,533.0,874.0,961.0,310.0,254.0,16.3,9.1,38.0
W310x79,,8.7,31.45,10000.0,177.0,1150.0,133.0,1280.0,39.9,314.0,63.0,478.0,655.0,847.0,306.0,254.0,14.6,8.8,36.0
W310x74,,6.29,29.51,9430.0,164.0,1060.0,132.0,1180.0,23.4,229.0,49.900000000000006,350.0,718.0,505.0,310.0,205.0,16.3,9.4,38.0
W310x67,,6.99,32.56,8450.0,144.0,942.0,131.0,1050.0,20.7,203.0,49.5,310.0,522.0,439.0,306.0,204.0,14.6,8.5,36.0
W310x60,,7.75,36.91,7530.0,128.0,842.0,130.0,933.0,18.3,180.0,49.300000000000004,275.0,378.0,384.0,303.0,203.0,13.1,7.5,35.0
W310x52,,6.33,38.24,6670.0,118.0,747.0,133.0,837.0,10.3,123.0,39.2,189.0,308.0,237.0,317.0,167.0,13.2,7.6,31.0
W310x45,,7.41,44.03,5690.0,99.2,634.0,132.0,708.0,8.55,103.0,38.800000000000004,158.0,191.0,195.0,313.0,166.0,11.2,6.6,29.0
W310x39,,8.51,50.1,4940.0,85.1,549.0,131.0,610.0,7.27,88.1,38.400000000000006,135.0,126.0,164.0,310.0,165.0,9.7,5.8,27.0
W310x33,,4.72,44.15,4180.0,65.0,415.0,125.0,480.0,1.92,37.6,21.400000000000002,59.6,122.0,43.8,313.0,102.0,10.8,6.6,24.0
W310x28,,5.73,48.53,3610.0,54.3,351.0,123.0,407.0,1.58,31.0,20.900000000000002,49.2,75.7,35.6,309.0,102.0,8.9,6.0,22.0
W310x24,,7.54,52.07,3040.0,42.7,280.0,119.0,328.0,1.16,22.9,19.5,36.7,42.5,25.7,305.0,101.0,6.7,5.6,20.0
W310x21,,8.86,57.18,2690.0,37.0,244.0,117.0,287.0,0.983,19.5,19.1,31.2,29.4,21.7,303.0,101.0,5.7,5.1,19.0
W250x167,,4.17,11.74,21300.0,300.0,2080.0,119.0,2430.0,98.8,746.0,68.10000000000001,1140.0,6310.0,1630.0,289.0,265.0,31.8,19.2,52.0
W250x149,,4.63,13.02,19000.0,259.0,1840.0,117.0,2130.0,86.2,656.0,67.4,1000.0,4510.0,1390.0,282.0,263.0,28.4,17.3,49.0
W250x131,,5.2,14.6,16700.0,221.0,1610.0,115.0,1850.0,74.5,571.0,66.8,870.0,3120.0,1160.0,275.0,261.0,25.1,15.4,46.0
W250x115,,5.86,16.65,14600.0,189.0,1410.0,114.0,1600.0,64.1,495.0,66.2,753.0,2130.0,976.0,269.0,259.0,22.1,13.5,43.0
W250x101,,6.56,18.89,12900.0,164.0,1240.0,113.0,1400.0,55.5,432.0,65.60000000000001,656.0,1490.0,829.0,264.0,257.0,19.6,11.9,40.0
W250x89,,7.4,21.07,11400.0,143.0,1100.0,112.0,1230.0,48.4,378.0,65.10000000000001,574.0,1040.0,713.0,260.0,256.0,17.3,10.7,38.0
W250x80,,8.17,23.91,10200.0,126.0,982.0,111.0,1090.0,43.1,338.0,65.0,513.0,757.0,623.0,256.0,255.0,15.6,9.4,36.0
W250x73,,8.94,26.12,9280.0,113.0,891.0,110.0,985.0,38.8,306.0,64.60000000000001,463.0,575.0,553.0,253.0,254.0,14.2,8.6,35.0
W250x67,,6.5,25.35,8550.0,104.0,806.0,110.0,901.0,22.2,218.0,51.0,332.0,625.0,324.0,257.0,204.0,15.7,8.9,36.0
W250x58,,7.52,28.13,7420.0,87.3,693.0,108.0,770.0,18.8,186.0,50.400000000000006,283.0,409.0,268.0,252.0,203.0,13.5,8.0,34.0
W250x49,,9.18,30.41,6250.0,70.6,572.0,106.0,633.0,15.1,150.0,49.2,228.0,241.0,211.0,247.0,202.0,11.0,7.4,32.0
W250x45,,5.69,31.58,5720.0,71.1,534.0,111.0,602.0,7.03,95.1,35.1,146.0,261.0,113.0,266.0,148.0,13.0,7.6,29.0
W250x39,,6.56,36.3,4920.0,60.1,459.0,110.0,513.0,5.94,80.8,34.7,124.0,169.0,93.4,262.0,147.0,11.2,6.6,27.0
W250x33,,8.02,39.31,4170.0,48.9,379.0,108.0,424.0,4.73,64.7,33.7,99.5,98.5,73.2,258.0,146.0,9.1,6.1,24.0
W250x28,,5.1,37.5,3630.0,40.0,307.0,105.0,353.0,1.78,34.8,22.1,54.7,96.7,27.7,260.0,102.0,10.0,6.4,24.0
W250x25,,6.07,39.38,3230.0,34.2,266.0,103.0,307.0,1.49,29.2,21.5,46.2,65.2,23.0,257.0,102.0,8.4,6.1,22.0
W250x22,,7.39,41.41,2850.0,28.9,227.0,101.0,263.0,1.23,24.0,20.700000000000003,38.1,43.4,18.7,254.0,102.0,6.9,5.8,20.0
W250x18,,9.53,50.08,2270.0,22.4,179.0,99.30000000000001,207.0,0.913,18.1,20.0,28.6,22.4,13.8,251.0,101.0,5.3,4.8,19.0
W200x100,,4.43,12.52,12700.0,113.0,989.0,94.5,1150.0,36.6,349.0,53.800000000000004,533.0,2090.0,386.0,229.0,210.0,23.7,14.5,40.0
W200x86,,5.07,13.91,11000.0,94.7,853.0,92.60000000000001,981.0,31.4,300.0,53.300000000000004,458.0,1390.0,318.0,222.0,209.0,20.6,13.0,37.0
W200x71,,5.92,17.76,9100.0,76.6,709.0,91.7,803.0,25.4,246.0,52.800000000000004,375.0,817.0,250.0,216.0,206.0,17.4,10.2,34.0
W200x59,,7.22,19.96,7560.0,61.1,582.0,89.9,653.0,20.4,199.0,52.0,303.0,463.0,196.0,210.0,205.0,14.2,9.1,31.0
W200x52,,8.1,22.89,6650.0,52.7,512.0,89.0,569.0,17.8,175.0,51.800000000000004,266.0,323.0,167.0,206.0,204.0,12.6,7.9,29.0
W200x46,,9.23,25.14,5860.0,45.4,448.0,88.10000000000001,495.0,15.3,151.0,51.2,229.0,220.0,141.0,203.0,203.0,11.0,7.2,28.0
W200x42,,7.03,25.19,5310.0,40.9,399.0,87.7,445.0,9.0,108.0,41.2,165.0,222.0,84.0,205.0,166.0,11.8,7.2,26.0
W200x36,,8.09,29.13,4570.0,34.4,342.0,86.7,379.0,7.64,92.6,40.900000000000006,141.0,145.0,69.6,201.0,165.0,10.2,6.2,25.0
W200x31,,6.57,29.63,4000.0,31.4,299.0,88.60000000000001,335.0,4.1,61.1,32.0,93.8,119.0,40.9,210.0,134.0,10.2,6.4,24.0
W200x27,,7.92,32.79,3390.0,25.8,249.0,87.30000000000001,279.0,3.3,49.6,31.200000000000003,76.1,71.3,32.5,207.0,133.0,8.4,5.8,22.0
W200x22,,6.38,30.65,2860.0,20.0,194.0,83.60000000000001,222.0,1.42,27.8,22.3,43.7,56.6,13.9,206.0,102.0,8.0,6.2,22.0
W200x19,,7.85,32.76,2480.0,16.6,163.0,81.7,187.0,1.15,22.6,21.6,35.6,36.2,11.1,203.0,102.0,6.5,5.8,20.0
W200x15,,9.62,44.09,1900.0,12.7,127.0,81.80000000000001,145.0,0.869,17.4,21.400000000000002,27.1,17.6,8.24,200.0,100.0,5.2,4.3,19.0
W150x37,,6.64,17.14,4730.0,22.2,274.0,68.5,310.0,7.07,91.8,38.7,140.0,192.0,40.0,162.0,154.0,11.6,8.1,25.0
W150x30,,8.23,20.97,3790.0,17.1,218.0,67.3,244.0,5.56,72.6,38.300000000000004,111.0,100.0,30.3,157.0,153.0,9.3,6.6,23.0
W150x22,,11.52,23.93,2840.0,12.0,159.0,65.10000000000001,176.0,3.87,50.9,36.9,77.5,41.5,20.4,152.0,152.0,6.6,5.8,20.0
W150x24,,4.95,21.12,3050.0,13.4,168.0,66.3,191.0,1.83,35.8,24.5,55.2,92.3,10.2,160.0,102.0,10.3,6.6,24.0
W150x18,,7.18,23.93,2280.0,9.15,120.0,63.300000000000004,136.0,1.26,24.7,23.5,38.2,36.9,6.7,153.0,102.0,7.1,5.8,21.0
W150x14,,9.09,32.33,1730.0,6.85,91.3,63.0,102.0,0.918,18.4,23.0,28.3,16.8,4.79,150.0,100.0,5.5,4.3,19.0
W150x13,,10.2,32.14,1610.0,6.13,82.8,61.7,93.0,0.818,16.4,22.5,25.3,13.6,4.19,148.0,100.0,4.9,4.3,18.0
W130x28,,5.87,15.83,3570.0,10.9,167.0,55.300000000000004,190.0,3.81,59.6,32.7,90.7,127.0,13.8,131.0,128.0,10.9,6.9,23.0
W130x24,,6.98,17.84,3010.0,8.79,138.0,54.1,156.0,3.11,49.0,32.2,74.5,76.2,10.8,127.0,127.0,9.1,6.1,21.0
W100x19,,5.85,12.45,2470.0,4.76,89.8,43.900000000000006,103.0,1.61,31.2,25.5,47.9,62.9,3.79,106.0,103.0,8.8,7.1,21.0
